Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Balance,DPD,Risk_Segment,State,Sanction_Date
LN01005,CUST01005,Business Loan,4419846,954282,64,High,Delhi,2023-07-31
LN01006,CUST01006,Auto Loan,1717014,927570,13,Medium,Maharashtra,2025-06-16
LN01007,CUST01007,Home Loan,2029424,1530248,111,High,Tamil Nadu,2020-01-31
LN01008,CUST01008,Personal Loan,2366095,738455,101,High,Maharashtra,2020-01-19
LN01009,CUST01009,Home Loan,4924427,4479301,176,High,Telangana,2020-11-13
LN01010,CUST01010,Auto Loan,800611,340865,40,Medium,Delhi,2020-07-06
LN01011,CUST01011,Business Loan,2888890,540766,15,Medium,Tamil Nadu,2023-08-13
LN01012,CUST01012,Personal Loan,4549257,3774575,27,Medium,Maharashtra,2022-09-26
LN01013,CUST01013,Personal Loan,2707003,2612591,165,High,Tamil Nadu,2024-07-07
LN01014,CUST01014,Education Loan,1668710,211651,176,High,Delhi,2022-01-03
LN01015,CUST01015,Personal Loan,2152992,2099932,10,Medium,Delhi,2023-12-18
LN01016,CUST01016,Education Loan,4739439,2946188,138,High,Delhi,2021-01-23
LN01017,CUST01017,Business Loan,1615538,1301607,89,High,Tamil Nadu,2024-02-08
LN01018,CUST01018,Education Loan,2359588,908487,17,Medium,Telangana,2020-11-13
LN01019,CUST01019,Education Loan,2530282,1357594,138,High,Tamil Nadu,2022-07-18
LN01020,CUST01020,Home Loan,4294281,2019251,47,Medium,Karnataka,2023-06-23
LN01021,CUST01021,Auto Loan,2053086,877852,16,Medium,Telangana,2024-08-04
LN01022,CUST01022,Education Loan,1642740,1263327,174,High,Delhi,2024-04-17
LN01023,CUST01023,Business Loan,1342948,728058,82,High,Delhi,2023-08-05
LN01024,CUST01024,Auto Loan,976640,198596,133,High,Karnataka,2020-03-30
LN01025,CUST01025,Personal Loan,1548530,220438,51,Medium,Karnataka,2022-09-21
LN01026,CUST01026,Personal Loan,878405,121202,146,High,Delhi,2023-09-09
LN01027,CUST01027,Education Loan,4460909,3063211,179,High,Telangana,2021-06-08
LN01028,CUST01028,Home Loan,3123200,1238098,155,High,Karnataka,2020-01-27
LN01029,CUST01029,Personal Loan,4172208,4149174,20,Medium,Delhi,2024-06-28
LN01030,CUST01030,Home Loan,3077667,2648271,106,High,Tamil Nadu,2024-06-14
LN01031,CUST01031,Home Loan,2279823,1337419,10,Medium,Karnataka,2024-09-04
LN01032,CUST01032,Auto Loan,703769,296763,132,High,Karnataka,2020-07-26
LN01033,CUST01033,Personal Loan,4509896,2067184,48,Medium,Maharashtra,2022-12-13
LN01034,CUST01034,Personal Loan,4831738,1983877,142,High,Telangana,2022-04-30
LN01035,CUST01035,Home Loan,4886566,3491470,172,High,Delhi,2023-12-09
LN01036,CUST01036,Education Loan,923274,267239,46,Medium,Telangana,2022-04-02
LN01037,CUST01037,Business Loan,2881263,951566,136,High,Telangana,2022-06-26
LN01038,CUST01038,Auto Loan,2693711,2576579,83,High,Tamil Nadu,2022-04-24
LN01039,CUST01039,Education Loan,2763302,1285993,144,High,Telangana,2021-03-14
LN01040,CUST01040,Education Loan,4665736,2598027,92,High,Delhi,2022-07-05
LN01041,CUST01041,Education Loan,51641,7435,72,High,Telangana,2020-02-03
LN01042,CUST01042,Business Loan,1183181,751325,1,Medium,Tamil Nadu,2021-03-30
LN01043,CUST01043,Personal Loan,2691611,360183,176,High,Tamil Nadu,2025-02-25
LN01044,CUST01044,Business Loan,4338856,2767273,146,High,Telangana,2020-11-12
LN01045,CUST01045,Home Loan,366555,278021,91,High,Maharashtra,2020-10-10
LN01046,CUST01046,Auto Loan,3129314,2754669,63,High,Maharashtra,2021-06-08
LN01047,CUST01047,Auto Loan,820956,680294,102,High,Telangana,2025-02-22
LN01048,CUST01048,Personal Loan,697613,410225,123,High,Maharashtra,2022-09-26
LN01049,CUST01049,Business Loan,849971,709142,164,High,Tamil Nadu,2020-03-17
LN01050,CUST01050,Business Loan,3250640,654222,14,Medium,Tamil Nadu,2021-12-13
LN01051,CUST01051,Education Loan,3544037,859986,58,Medium,Telangana,2025-03-16
LN01052,CUST01052,Home Loan,3258533,552882,78,High,Telangana,2020-03-25
LN01053,CUST01053,Auto Loan,4579258,2827341,38,Medium,Tamil Nadu,2022-10-25
LN01054,CUST01054,Personal Loan,1335113,239458,172,High,Delhi,2025-06-11
LN01055,CUST01055,Education Loan,4875587,4721534,23,Medium,Maharashtra,2022-06-03
LN01056,CUST01056,Auto Loan,3357816,956590,33,Medium,Tamil Nadu,2020-06-18
LN01057,CUST01057,Education Loan,4843591,898010,140,High,Delhi,2021-06-21
LN01058,CUST01058,Home Loan,3393087,2444106,111,High,Maharashtra,2024-04-09
LN01059,CUST01059,Personal Loan,4084270,2754285,50,Medium,Delhi,2022-03-20
LN01060,CUST01060,Business Loan,1695000,1346353,157,High,Telangana,2021-05-19
LN01061,CUST01061,Personal Loan,650993,344289,110,High,Tamil Nadu,2023-11-03
LN01062,CUST01062,Business Loan,801574,198153,171,High,Delhi,2022-05-17
LN01063,CUST01063,Auto Loan,2971818,1096152,82,High,Tamil Nadu,2023-05-01
LN01064,CUST01064,Home Loan,2607005,970608,89,High,Telangana,2024-08-09
LN01065,CUST01065,Education Loan,1273214,1051039,11,Medium,Maharashtra,2021-02-12
LN01066,CUST01066,Auto Loan,1358549,315819,28,Medium,Karnataka,2021-05-12
LN01067,CUST01067,Business Loan,1288805,732199,3,Medium,Tamil Nadu,2023-11-21
LN01068,CUST01068,Home Loan,2609515,2148646,120,High,Karnataka,2021-11-10
LN01069,CUST01069,Personal Loan,4563116,1344980,52,Medium,Telangana,2022-12-07
LN01070,CUST01070,Auto Loan,4653668,2491325,159,High,Maharashtra,2023-11-24
LN01071,CUST01071,Home Loan,3209205,2766219,169,High,Telangana,2020-03-30
LN01072,CUST01072,Auto Loan,1478744,273933,72,High,Maharashtra,2024-06-04
LN01073,CUST01073,Business Loan,2325673,343894,119,High,Karnataka,2020-05-16
LN01074,CUST01074,Education Loan,2325916,1622964,168,High,Tamil Nadu,2024-11-05
LN01075,CUST01075,Home Loan,210040,97679,166,High,Delhi,2021-04-18
LN01076,CUST01076,Education Loan,4315945,3408244,25,Medium,Tamil Nadu,2022-09-19
LN01077,CUST01077,Business Loan,4509053,820090,47,Medium,Maharashtra,2022-10-22
LN01078,CUST01078,Education Loan,4753387,655596,10,Medium,Maharashtra,2025-03-03
LN01079,CUST01079,Business Loan,2607917,1659883,125,High,Delhi,2024-03-04
LN01080,CUST01080,Personal Loan,204117,111317,175,High,Tamil Nadu,2021-12-28
LN01081,CUST01081,Auto Loan,2031429,1254342,70,High,Karnataka,2023-07-05
LN01082,CUST01082,Auto Loan,3297822,453370,142,High,Tamil Nadu,2021-04-06
LN01083,CUST01083,Personal Loan,2917110,1939429,168,High,Maharashtra,2020-06-28
LN01084,CUST01084,Education Loan,4418097,3285525,156,High,Maharashtra,2022-05-04
LN01085,CUST01085,Personal Loan,4855821,1766934,109,High,Tamil Nadu,2025-02-06
LN01086,CUST01086,Business Loan,2812240,2165176,138,High,Maharashtra,2021-02-27
LN01087,CUST01087,Personal Loan,4924038,2189504,35,Medium,Tamil Nadu,2023-11-11
LN01088,CUST01088,Business Loan,1184580,1020368,37,Medium,Telangana,2025-02-21
LN01089,CUST01089,Personal Loan,2713351,555767,142,High,Telangana,2025-04-26
LN01090,CUST01090,Home Loan,1594638,825513,37,Medium,Karnataka,2024-04-16
LN01091,CUST01091,Auto Loan,3523220,2077236,77,High,Delhi,2024-03-07
LN01092,CUST01092,Auto Loan,1324708,526595,27,Medium,Maharashtra,2021-01-13
LN01093,CUST01093,Home Loan,2288605,1498904,145,High,Telangana,2021-04-17
LN01094,CUST01094,Business Loan,1997688,684026,175,High,Karnataka,2022-01-05
LN01095,CUST01095,Home Loan,4048029,967202,128,High,Telangana,2022-08-18
LN01096,CUST01096,Auto Loan,1593306,971893,125,High,Delhi,2020-10-08
LN01097,CUST01097,Personal Loan,1671180,641647,8,Medium,Delhi,2024-04-14
LN01098,CUST01098,Home Loan,2313738,2224082,105,High,Maharashtra,2024-02-29
LN01099,CUST01099,Personal Loan,1765991,315296,45,Medium,Delhi,2024-11-10
LN01100,CUST01100,Business Loan,4159938,3301098,83,High,Delhi,2024-12-22
LN01101,CUST01101,Personal Loan,3636597,2061793,10,Medium,Telangana,2024-02-14
LN01102,CUST01102,Education Loan,2674774,1920664,156,High,Telangana,2023-05-01
LN01103,CUST01103,Business Loan,4455953,3135795,180,High,Karnataka,2022-12-02
LN01104,CUST01104,Home Loan,3838375,2300216,10,Medium,Maharashtra,2022-11-28
LN01105,CUST01105,Business Loan,3368627,501495,142,High,Delhi,2022-11-23
LN01106,CUST01106,Home Loan,1642580,774905,112,High,Delhi,2024-12-16
LN01107,CUST01107,Auto Loan,2448425,2179872,42,Medium,Delhi,2021-08-25
LN01108,CUST01108,Business Loan,507570,412491,132,High,Maharashtra,2022-08-07
LN01109,CUST01109,Education Loan,808672,605844,28,Medium,Maharashtra,2024-05-13
LN01110,CUST01110,Business Loan,4633595,1030876,100,High,Delhi,2021-10-24
LN01111,CUST01111,Education Loan,258977,72788,116,High,Telangana,2025-01-10
LN01112,CUST01112,Personal Loan,3864159,764655,64,High,Tamil Nadu,2023-11-17
LN01113,CUST01113,Personal Loan,1086364,204256,29,Medium,Delhi,2023-07-22
LN01114,CUST01114,Auto Loan,765603,625822,98,High,Telangana,2023-06-07
LN01115,CUST01115,Personal Loan,3226586,2630975,97,High,Karnataka,2024-04-22
LN01116,CUST01116,Personal Loan,2861803,2658023,168,High,Maharashtra,2020-11-28
LN01117,CUST01117,Personal Loan,1550443,262649,107,High,Tamil Nadu,2021-09-25
LN01118,CUST01118,Education Loan,2472466,1005140,30,Medium,Maharashtra,2025-05-20
LN01119,CUST01119,Personal Loan,79636,41138,3,Medium,Delhi,2022-10-16
LN01120,CUST01120,Education Loan,4609218,3847630,1,Medium,Telangana,2024-12-12
LN01121,CUST01121,Education Loan,2045468,659363,150,High,Delhi,2022-07-18
LN01122,CUST01122,Education Loan,3756719,708719,153,High,Telangana,2020-01-14
LN01123,CUST01123,Personal Loan,4641434,1630633,158,High,Telangana,2024-08-06
LN01124,CUST01124,Personal Loan,460360,142945,37,Medium,Karnataka,2023-08-30
LN01125,CUST01125,Auto Loan,358038,112021,8,Medium,Telangana,2024-09-12
LN01126,CUST01126,Business Loan,2553509,1644130,22,Medium,Karnataka,2020-08-11
LN01127,CUST01127,Education Loan,1545255,492869,172,High,Tamil Nadu,2023-06-05
LN01128,CUST01128,Business Loan,4850654,1973365,116,High,Telangana,2022-01-07
LN01129,CUST01129,Home Loan,831199,396952,82,High,Tamil Nadu,2025-01-12
LN01130,CUST01130,Education Loan,617629,509843,140,High,Karnataka,2021-08-22
LN01131,CUST01131,Education Loan,1178651,373766,177,High,Tamil Nadu,2021-11-05
LN01132,CUST01132,Business Loan,3520852,2552610,53,Medium,Maharashtra,2023-06-07
LN01133,CUST01133,Home Loan,966893,695810,161,High,Telangana,2020-06-28
LN01134,CUST01134,Education Loan,2459101,2037102,155,High,Tamil Nadu,2021-06-15
LN01135,CUST01135,Business Loan,4874646,3455800,33,Medium,Telangana,2023-02-26
LN01136,CUST01136,Education Loan,4409608,3499382,161,High,Delhi,2022-10-05
LN01137,CUST01137,Personal Loan,2002210,1686235,74,High,Maharashtra,2020-01-04
LN01138,CUST01138,Home Loan,251215,146987,160,High,Karnataka,2024-02-19
LN01139,CUST01139,Personal Loan,3528186,2089432,11,Medium,Tamil Nadu,2021-12-17
LN01140,CUST01140,Business Loan,1831219,206813,163,High,Maharashtra,2023-11-14
LN01141,CUST01141,Auto Loan,2184208,1875580,17,Medium,Tamil Nadu,2021-09-06
LN01142,CUST01142,Business Loan,4663680,3183638,1,Medium,Karnataka,2023-11-05
LN01143,CUST01143,Auto Loan,2913548,1952505,145,High,Telangana,2025-05-20
LN01144,CUST01144,Home Loan,1523283,559208,84,High,Tamil Nadu,2025-03-03
LN01145,CUST01145,Education Loan,4030398,3746966,9,Medium,Maharashtra,2022-09-13
LN01146,CUST01146,Personal Loan,3913943,2643599,85,High,Delhi,2024-05-24
LN01147,CUST01147,Education Loan,519948,489829,133,High,Tamil Nadu,2023-03-03
LN01148,CUST01148,Auto Loan,4707163,627737,53,Medium,Telangana,2023-11-04
LN01149,CUST01149,Auto Loan,3016174,579334,38,Medium,Tamil Nadu,2024-09-17
LN01150,CUST01150,Home Loan,2895016,1863374,160,High,Telangana,2024-09-21
LN01151,CUST01151,Personal Loan,4839741,3751892,47,Medium,Telangana,2020-08-27
LN01152,CUST01152,Auto Loan,2688212,401479,69,High,Delhi,2020-06-26
LN01153,CUST01153,Education Loan,2043487,983615,115,High,Tamil Nadu,2021-03-18
LN01154,CUST01154,Business Loan,2586029,992658,28,Medium,Tamil Nadu,2024-05-26
LN01155,CUST01155,Home Loan,1745324,368736,113,High,Telangana,2020-02-21
LN01156,CUST01156,Education Loan,4244759,1070724,48,Medium,Tamil Nadu,2025-03-06
LN01157,CUST01157,Education Loan,4442509,1745988,83,High,Maharashtra,2024-04-24
LN01158,CUST01158,Home Loan,4379751,3276333,33,Medium,Maharashtra,2024-01-23
LN01159,CUST01159,Home Loan,3903461,2016008,133,High,Karnataka,2020-01-09
LN01160,CUST01160,Auto Loan,419350,402148,152,High,Karnataka,2021-11-13
LN01161,CUST01161,Education Loan,437048,97759,133,High,Tamil Nadu,2020-02-16
LN01162,CUST01162,Business Loan,2668444,1147000,82,High,Maharashtra,2021-01-29
LN01163,CUST01163,Auto Loan,2370704,1575681,112,High,Karnataka,2021-07-12
LN01164,CUST01164,Personal Loan,1371172,710975,29,Medium,Karnataka,2025-05-16
LN01165,CUST01165,Business Loan,4744481,1333234,52,Medium,Telangana,2021-12-18
LN01166,CUST01166,Business Loan,2721645,1409038,36,Medium,Tamil Nadu,2023-03-21
LN01167,CUST01167,Personal Loan,1486758,298082,79,High,Telangana,2025-01-01
LN01168,CUST01168,Auto Loan,4584689,2319261,12,Medium,Maharashtra,2020-02-29
LN01169,CUST01169,Education Loan,473255,102861,98,High,Karnataka,2020-06-25
LN01170,CUST01170,Education Loan,3337636,1084472,180,High,Telangana,2024-12-30
LN01171,CUST01171,Business Loan,3789945,2964007,91,High,Tamil Nadu,2021-11-11
LN01172,CUST01172,Personal Loan,4525195,781963,119,High,Telangana,2020-09-26
LN01173,CUST01173,Home Loan,3978183,805768,116,High,Tamil Nadu,2023-11-02
LN01174,CUST01174,Education Loan,3997224,1371517,57,Medium,Maharashtra,2024-10-29
LN01175,CUST01175,Business Loan,2214703,2135879,93,High,Delhi,2021-01-10
LN01176,CUST01176,Auto Loan,2774293,2178635,124,High,Karnataka,2020-05-13
LN01177,CUST01177,Education Loan,996965,468208,122,High,Delhi,2024-09-28
LN01178,CUST01178,Personal Loan,2417746,1703973,154,High,Telangana,2020-09-17
LN01179,CUST01179,Business Loan,913457,516737,27,Medium,Tamil Nadu,2023-02-12
LN01180,CUST01180,Home Loan,2584350,2492931,118,High,Delhi,2023-04-24
LN01181,CUST01181,Education Loan,2051314,1507199,62,High,Telangana,2020-11-21
LN01182,CUST01182,Education Loan,3269685,604043,87,High,Maharashtra,2024-07-24
LN01183,CUST01183,Business Loan,3666735,3656324,111,High,Telangana,2024-05-31
LN01184,CUST01184,Auto Loan,4617822,3373187,60,Medium,Maharashtra,2023-09-19
LN01185,CUST01185,Home Loan,4866640,4568814,29,Medium,Telangana,2023-05-05
LN01186,CUST01186,Education Loan,2779469,2606152,24,Medium,Delhi,2020-12-26
LN01187,CUST01187,Auto Loan,3454044,637359,153,High,Karnataka,2023-11-04
LN01188,CUST01188,Business Loan,3228535,1696102,126,High,Karnataka,2020-07-04
LN01189,CUST01189,Personal Loan,1215318,121917,37,Medium,Maharashtra,2022-07-16
LN01190,CUST01190,Business Loan,2495306,1885235,157,High,Telangana,2022-07-04
LN01191,CUST01191,Personal Loan,1775215,1606765,81,High,Tamil Nadu,2023-03-13
LN01192,CUST01192,Auto Loan,3696754,3380309,88,High,Karnataka,2023-04-08
LN01193,CUST01193,Home Loan,4331745,2128500,32,Medium,Tamil Nadu,2020-05-07
LN01194,CUST01194,Auto Loan,4654382,4525102,13,Medium,Karnataka,2023-12-11
LN01195,CUST01195,Business Loan,3063562,766464,72,High,Karnataka,2021-04-26
LN01196,CUST01196,Education Loan,3357362,2958074,81,High,Delhi,2022-04-11
LN01197,CUST01197,Education Loan,3700638,2656456,54,Medium,Maharashtra,2022-08-30
LN01198,CUST01198,Personal Loan,1628961,1327699,98,High,Tamil Nadu,2024-09-16
LN01199,CUST01199,Education Loan,1344087,739375,171,High,Maharashtra,2020-10-02
LN01200,CUST01200,Home Loan,651849,81654,36,Medium,Delhi,2023-09-09
LN01201,CUST01201,Education Loan,1188969,296448,35,Medium,Delhi,2024-10-27
LN01202,CUST01202,Education Loan,3621065,2976199,46,Medium,Delhi,2022-11-09
LN01203,CUST01203,Education Loan,4680931,4243350,98,High,Tamil Nadu,2021-04-07
LN01204,CUST01204,Personal Loan,3613244,2897088,1,Medium,Telangana,2022-10-17
LN01205,CUST01205,Personal Loan,4258806,1555198,105,High,Telangana,2023-03-26
LN01206,CUST01206,Auto Loan,330698,52921,145,High,Delhi,2023-12-14
LN01207,CUST01207,Auto Loan,999291,708384,123,High,Karnataka,2020-10-17
LN01208,CUST01208,Business Loan,2393947,2189478,132,High,Karnataka,2022-12-07
LN01209,CUST01209,Business Loan,791941,336337,120,High,Karnataka,2023-11-01
LN01210,CUST01210,Business Loan,4912275,3112664,156,High,Karnataka,2025-01-24
LN01211,CUST01211,Auto Loan,4538184,3719197,2,Medium,Delhi,2022-07-18
LN01212,CUST01212,Business Loan,3986206,2806004,84,High,Delhi,2021-12-23
LN01213,CUST01213,Auto Loan,2476056,950185,9,Medium,Telangana,2024-03-14
LN01214,CUST01214,Auto Loan,4778710,2662626,15,Medium,Delhi,2023-03-30
LN01215,CUST01215,Personal Loan,4855497,918567,168,High,Tamil Nadu,2024-07-14
LN01216,CUST01216,Business Loan,278992,103086,124,High,Karnataka,2020-09-16
LN01217,CUST01217,Business Loan,694767,360821,64,High,Maharashtra,2023-06-15
LN01218,CUST01218,Auto Loan,2358688,1313618,3,Medium,Karnataka,2023-05-21
LN01219,CUST01219,Personal Loan,1317817,1068480,94,High,Maharashtra,2021-06-19
LN01220,CUST01220,Personal Loan,4117791,1170147,135,High,Karnataka,2021-12-03
LN01221,CUST01221,Home Loan,1266937,449969,126,High,Delhi,2024-04-26
LN01222,CUST01222,Education Loan,2046047,1590123,112,High,Maharashtra,2021-03-07
LN01223,CUST01223,Business Loan,2944704,522328,164,High,Tamil Nadu,2024-03-27
LN01224,CUST01224,Home Loan,490596,136929,118,High,Delhi,2022-09-02
LN01225,CUST01225,Auto Loan,4045210,3534103,136,High,Maharashtra,2022-02-16
LN01226,CUST01226,Education Loan,4031145,1504643,37,Medium,Telangana,2024-11-17
LN01227,CUST01227,Education Loan,149514,90656,114,High,Delhi,2023-10-21
LN01228,CUST01228,Auto Loan,4498088,3313998,10,Medium,Karnataka,2025-02-22
LN01229,CUST01229,Business Loan,3018125,2112853,156,High,Tamil Nadu,2021-11-17
LN01230,CUST01230,Auto Loan,2290494,1911628,25,Medium,Tamil Nadu,2023-09-02
LN01231,CUST01231,Business Loan,3331235,2267152,172,High,Maharashtra,2024-02-12
LN01232,CUST01232,Business Loan,1685155,1258934,86,High,Maharashtra,2021-10-03
LN01233,CUST01233,Business Loan,138734,102058,2,Medium,Karnataka,2020-01-25
LN01234,CUST01234,Education Loan,869556,637734,26,Medium,Delhi,2021-12-20
LN01235,CUST01235,Personal Loan,2426467,1299174,49,Medium,Karnataka,2020-02-18
LN01236,CUST01236,Business Loan,821259,141770,152,High,Maharashtra,2025-04-30
LN01237,CUST01237,Business Loan,1071649,849634,30,Medium,Karnataka,2024-10-19
LN01238,CUST01238,Business Loan,1139741,508194,168,High,Telangana,2024-07-02
LN01239,CUST01239,Personal Loan,979835,827428,47,Medium,Tamil Nadu,2021-08-26
LN01240,CUST01240,Education Loan,685136,543983,70,High,Delhi,2023-11-18
LN01241,CUST01241,Auto Loan,2208695,560536,18,Medium,Tamil Nadu,2024-05-10
LN01242,CUST01242,Home Loan,3261150,1955981,85,High,Karnataka,2021-06-12
LN01243,CUST01243,Auto Loan,1542580,1078210,17,Medium,Delhi,2025-03-16
LN01244,CUST01244,Personal Loan,3343656,1082805,165,High,Delhi,2020-08-10
LN01245,CUST01245,Personal Loan,4585151,3682707,110,High,Maharashtra,2023-06-11
LN01246,CUST01246,Home Loan,3754255,3376031,66,High,Karnataka,2020-03-12
LN01247,CUST01247,Home Loan,640661,326835,114,High,Karnataka,2025-01-10
LN01248,CUST01248,Education Loan,1298680,131687,9,Medium,Delhi,2021-06-29
LN01249,CUST01249,Personal Loan,2816821,1923040,147,High,Karnataka,2022-11-21
LN01250,CUST01250,Education Loan,4060924,2235050,103,High,Karnataka,2023-01-11
LN01251,CUST01251,Personal Loan,77744,58161,176,High,Delhi,2020-09-05
LN01252,CUST01252,Business Loan,4540456,4375896,91,High,Tamil Nadu,2023-10-28
LN01253,CUST01253,Auto Loan,3410600,572563,161,High,Karnataka,2022-01-18
LN01254,CUST01254,Business Loan,2902653,627725,117,High,Tamil Nadu,2023-08-19
LN01255,CUST01255,Personal Loan,1531581,1315977,10,Medium,Delhi,2023-09-15
LN01256,CUST01256,Personal Loan,2557106,1891927,27,Medium,Tamil Nadu,2022-09-23
LN01257,CUST01257,Home Loan,3724073,3456580,48,Medium,Maharashtra,2020-03-14
LN01258,CUST01258,Personal Loan,262773,214952,151,High,Maharashtra,2022-09-28
LN01259,CUST01259,Education Loan,578420,473465,138,High,Tamil Nadu,2022-10-20
LN01260,CUST01260,Business Loan,3819062,450769,9,Medium,Tamil Nadu,2020-04-24
LN01261,CUST01261,Auto Loan,409154,253517,30,Medium,Maharashtra,2024-07-10
LN01262,CUST01262,Business Loan,3895089,3233572,137,High,Maharashtra,2024-02-26
LN01263,CUST01263,Business Loan,2004425,351507,9,Medium,Maharashtra,2022-09-28
LN01264,CUST01264,Home Loan,4002876,2993927,11,Medium,Maharashtra,2023-12-07
LN01265,CUST01265,Personal Loan,170504,62204,161,High,Karnataka,2025-01-26
LN01266,CUST01266,Auto Loan,866146,564958,156,High,Maharashtra,2024-09-06
LN01267,CUST01267,Business Loan,586515,170147,29,Medium,Delhi,2023-05-03
LN01268,CUST01268,Business Loan,1900296,322380,51,Medium,Delhi,2021-11-21
LN01269,CUST01269,Education Loan,2769879,783669,175,High,Telangana,2023-01-22
LN01270,CUST01270,Personal Loan,2747691,1169128,11,Medium,Telangana,2020-12-21
LN01271,CUST01271,Auto Loan,580343,121339,70,High,Maharashtra,2024-03-31
LN01272,CUST01272,Education Loan,1459712,921764,141,High,Maharashtra,2022-06-17
LN01273,CUST01273,Personal Loan,4932050,834612,34,Medium,Karnataka,2024-06-08
LN01274,CUST01274,Business Loan,3205215,982187,4,Medium,Delhi,2020-06-14
LN01275,CUST01275,Home Loan,110599,34575,22,Medium,Telangana,2024-12-21
LN01276,CUST01276,Auto Loan,3541525,3262916,121,High,Maharashtra,2021-02-26
LN01277,CUST01277,Personal Loan,2322891,1329281,115,High,Delhi,2021-05-04
LN01278,CUST01278,Personal Loan,365589,349176,46,Medium,Delhi,2023-06-07
LN01279,CUST01279,Home Loan,2576646,1716667,107,High,Karnataka,2023-02-16
LN01280,CUST01280,Personal Loan,1659797,412410,135,High,Karnataka,2023-06-21
LN01281,CUST01281,Auto Loan,4577523,2586532,56,Medium,Delhi,2024-04-26
LN01282,CUST01282,Personal Loan,2368834,459470,49,Medium,Karnataka,2024-06-19
LN01283,CUST01283,Personal Loan,4029663,2489694,45,Medium,Maharashtra,2023-10-04
LN01284,CUST01284,Home Loan,503216,388413,93,High,Tamil Nadu,2021-03-05
LN01285,CUST01285,Education Loan,2158743,916940,157,High,Delhi,2020-03-29
LN01286,CUST01286,Home Loan,490037,330734,45,Medium,Maharashtra,2024-05-27
LN01287,CUST01287,Home Loan,4118989,2571560,29,Medium,Karnataka,2025-01-07
LN01288,CUST01288,Personal Loan,3781428,2864133,148,High,Tamil Nadu,2022-05-08
LN01289,CUST01289,Personal Loan,2782043,1243159,28,Medium,Tamil Nadu,2021-04-11
LN01290,CUST01290,Home Loan,2039092,1751078,105,High,Maharashtra,2022-02-08
LN01291,CUST01291,Personal Loan,666811,560550,149,High,Delhi,2020-04-21
LN01292,CUST01292,Education Loan,1265855,579916,156,High,Delhi,2020-12-30
LN01293,CUST01293,Education Loan,3183019,890423,117,High,Maharashtra,2023-07-18
LN01294,CUST01294,Auto Loan,2312361,655302,85,High,Maharashtra,2020-03-06
LN01295,CUST01295,Business Loan,550394,202156,34,Medium,Karnataka,2024-10-10
LN01296,CUST01296,Education Loan,3896838,2143840,43,Medium,Tamil Nadu,2021-03-26
LN01297,CUST01297,Auto Loan,1365234,492903,147,High,Telangana,2024-10-17
LN01298,CUST01298,Personal Loan,775399,509233,133,High,Delhi,2024-10-31
LN01299,CUST01299,Personal Loan,4021913,3912777,118,High,Tamil Nadu,2020-01-30
LN01300,CUST01300,Education Loan,2119085,731648,83,High,Delhi,2023-04-01
LN01301,CUST01301,Personal Loan,1299648,140612,106,High,Karnataka,2020-03-23
LN01302,CUST01302,Education Loan,4279673,568981,108,High,Telangana,2022-03-18
LN01303,CUST01303,Education Loan,872076,561626,126,High,Maharashtra,2020-06-19
LN01304,CUST01304,Business Loan,154211,122013,55,Medium,Maharashtra,2022-01-04
LN01305,CUST01305,Auto Loan,2055400,1563739,23,Medium,Karnataka,2022-09-09
LN01306,CUST01306,Auto Loan,1407300,1103915,146,High,Telangana,2020-02-19
LN01307,CUST01307,Education Loan,3940306,3631340,35,Medium,Delhi,2021-01-13
LN01308,CUST01308,Auto Loan,3944795,3346858,162,High,Karnataka,2024-10-28
LN01309,CUST01309,Home Loan,3278601,3225078,85,High,Telangana,2020-03-07
LN01310,CUST01310,Auto Loan,3622727,3520113,69,High,Telangana,2023-01-15
LN01311,CUST01311,Business Loan,1787670,1614613,20,Medium,Telangana,2024-12-08
LN01312,CUST01312,Auto Loan,509793,320849,172,High,Tamil Nadu,2024-12-23
LN01313,CUST01313,Home Loan,980854,499642,93,High,Delhi,2023-06-21
LN01314,CUST01314,Home Loan,3116633,1848594,44,Medium,Telangana,2023-12-14
LN01315,CUST01315,Home Loan,4753980,2192651,35,Medium,Tamil Nadu,2021-05-03
LN01316,CUST01316,Business Loan,1002590,780825,122,High,Telangana,2024-11-19
LN01317,CUST01317,Personal Loan,1941104,866171,90,High,Tamil Nadu,2022-10-28
LN01318,CUST01318,Education Loan,2374863,465907,16,Medium,Tamil Nadu,2021-12-08
LN01319,CUST01319,Education Loan,4128766,2516110,134,High,Karnataka,2022-08-20
LN01320,CUST01320,Business Loan,4519915,4224562,74,High,Delhi,2023-06-25
LN01321,CUST01321,Auto Loan,600524,257555,117,High,Karnataka,2020-06-13
LN01322,CUST01322,Education Loan,1549982,759759,19,Medium,Karnataka,2020-12-03
LN01323,CUST01323,Auto Loan,989730,829916,37,Medium,Delhi,2020-11-04
LN01324,CUST01324,Personal Loan,4417844,3072771,5,Medium,Tamil Nadu,2022-05-03
LN01325,CUST01325,Business Loan,1157525,612677,88,High,Delhi,2022-06-28
LN01326,CUST01326,Home Loan,2495420,1042519,16,Medium,Karnataka,2024-11-20
LN01327,CUST01327,Personal Loan,4408892,3144839,85,High,Delhi,2023-03-31
LN01328,CUST01328,Auto Loan,2787256,2317779,151,High,Telangana,2024-09-20
LN01329,CUST01329,Business Loan,3785080,2299528,77,High,Telangana,2020-09-27
